,easting,northing,elevation_od,chainage,fc,profile,reg_id,survey_unit,date,year,month
688,307597.429,81942.688,4.998,220.046,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
514,307597.429,81942.688,4.998,220.046,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
281,307549.364,81949.08,5.66,220.062,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1762,307645.711,81937.25,4.038,220.109,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
826,307597.484,81942.59,4.992,220.134,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
400,307597.355,81942.303,5.001,220.437,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1657,307597.322,81942.262,4.998,220.483,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
454,307597.311,81942.231,5.036,220.515,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
217,307645.633,81936.756,3.733,220.609,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1868,307686.804,81931.48,0.06,220.853,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
763,307597.267,81941.536,5.007,221.209,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1425,307597.269,81941.531,5.004,221.213,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
25,307597.258,81941.526,4.971,221.22,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1552,307597.258,81941.5,5.033,221.246,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1283,307597.249,81941.444,5.04,221.302,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
948,307645.546,81936.013,3.979,221.356,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
282,307549.208,81947.657,6.017,221.492,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1132,307549.132,81947.391,5.965,221.766,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1069,307645.338,81935.343,3.697,222.052,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1500,307597.098,81940.553,5.011,222.206,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1029,307549.093,81946.833,5.972,222.324,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
378,307597.061,81940.243,4.96,222.518,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1240,307597.046,81940.171,4.994,222.591,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
218,307645.227,81934.621,4.028,222.782,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
62,307686.441,81929.523,0.285,222.843,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1598,307686.519,81929.421,0.175,222.93,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1359,307686.382,81929.429,1.319,222.946,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
630,307596.951,81939.825,5.008,222.948,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1869,307686.448,81929.393,0.365,222.97,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
689,307596.91,81939.573,5.016,223.203,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
515,307596.91,81939.573,5.016,223.203,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
137,307596.943,81939.521,4.998,223.25,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1070,307645.2,81934.048,3.733,223.351,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1816,307548.973,81945.785,5.984,223.379,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
949,307645.142,81934.017,3.894,223.392,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
572,307596.894,81939.263,5.027,223.512,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
455,307596.907,81939.26,5.048,223.513,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
827,307596.887,81939.075,5.02,223.699,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
401,307596.826,81938.823,5.029,223.957,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1763,307644.986,81933.33,3.66,224.095,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1658,307596.79,81938.658,5.074,224.126,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1426,307596.709,81938.427,5.091,224.367,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
283,307548.813,81944.798,6.016,224.379,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
764,307596.764,81938.395,5.083,224.39,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
26,307596.741,81938.261,5.043,224.526,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1553,307596.759,81938.216,5.101,224.567,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1284,307596.764,81938.17,5.11,224.612,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1133,307548.664,81944.169,5.987,225.022,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
379,307596.612,81937.625,5.093,225.174,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1870,307686.036,81927.083,0.71,225.316,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1030,307548.711,81943.724,5.996,225.456,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1241,307596.558,81937.204,5.136,225.598,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
219,307644.709,81931.704,4.083,225.745,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
63,307685.966,81926.61,0.082,225.794,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1501,307596.565,81936.925,5.161,225.873,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
950,307644.645,81931.348,3.306,226.106,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
138,307596.494,81936.683,5.176,226.123,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1071,307644.586,81931.064,3.363,226.396,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
516,307596.447,81936.374,5.175,226.435,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
690,307596.447,81936.374,5.175,226.435,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
631,307596.426,81936.301,5.178,226.511,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
573,307596.348,81936.04,5.174,226.781,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
456,307596.305,81935.967,5.189,226.86,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1360,307685.798,81925.479,1.258,226.937,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1599,307685.73,81925.324,0.417,227.102,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
828,307596.357,81935.663,5.162,227.152,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1817,307548.346,81941.897,5.948,227.316,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
27,307596.252,81935.487,5.159,227.342,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
284,307548.416,81941.818,5.939,227.385,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
765,307596.287,81935.322,5.208,227.499,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
402,307596.252,81935.221,5.192,227.605,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1427,307596.253,81935.108,5.197,227.716,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1554,307596.271,81935.096,5.192,227.725,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
380,307596.262,81935.069,5.204,227.753,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1871,307685.594,81924.624,1.033,227.815,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1285,307596.171,81934.729,5.224,228.103,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1659,307596.129,81934.655,5.212,228.183,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1764,307644.303,81929.165,3.276,228.316,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1134,307548.263,81940.872,5.995,228.343,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
951,307644.221,81929.033,2.838,228.46,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
220,307644.278,81928.942,4.339,228.539,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1031,307548.276,81940.669,6.02,228.542,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1242,307596.131,81934.257,5.208,228.576,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
64,307685.411,81923.714,-0.074,228.742,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1502,307596.009,81933.689,5.237,229.156,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
139,307595.972,81933.554,5.233,229.295,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1072,307644.085,81928.176,3.248,229.327,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
691,307595.876,81932.841,5.249,230.014,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
517,307595.876,81932.841,5.249,230.014,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
632,307595.819,81932.811,5.259,230.053,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
457,307595.835,81932.805,5.259,230.056,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
574,307595.833,81932.629,5.252,230.23,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
766,307595.793,81932.628,5.275,230.238,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
285,307547.992,81938.93,6.102,230.304,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
381,307595.782,81932.466,5.318,230.399,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1361,307685.069,81921.938,1.184,230.551,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
28,307595.787,81932.288,5.279,230.574,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1600,307685.044,81921.779,0.525,230.712,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1818,307547.847,81938.459,6.114,230.79,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
1872,307685.021,81921.609,1.055,230.883,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1555,307595.747,81931.97,5.328,230.895,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
829,307595.695,81931.939,5.353,230.933,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
952,307643.817,81926.441,2.418,231.083,HW,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1286,307595.723,81931.721,5.359,231.144,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1073,307643.731,81926.382,3.103,231.156,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1428,307595.676,81931.714,5.358,231.159,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
403,307595.64,81931.614,5.344,231.263,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
221,307643.785,81926.256,4.245,231.27,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1135,307547.812,81937.894,6.167,231.355,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1243,307595.657,81931.492,5.353,231.381,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
65,307684.879,81920.658,-0.149,231.844,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1032,307547.71,81937.408,6.177,231.85,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1765,307643.626,81925.691,3.024,231.854,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1660,307595.502,81930.871,5.383,232.019,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
140,307595.459,81930.538,5.418,232.354,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1503,307595.386,81930.009,5.426,232.888,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
767,307595.386,81929.85,5.452,233.045,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
692,307595.336,81929.7,5.467,233.201,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
518,307595.336,81929.7,5.467,233.201,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
633,307595.344,81929.637,5.471,233.262,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
286,307547.548,81935.908,6.231,233.358,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
575,307595.338,81929.505,5.483,233.393,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
382,307595.285,81929.25,5.493,233.653,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
953,307643.355,81923.875,2.089,233.69,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
222,307643.338,81923.818,4.267,233.749,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
458,307595.297,81929.147,5.507,233.753,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1136,307547.441,81935.512,6.21,233.765,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1873,307684.552,81918.738,1.109,233.792,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1287,307595.324,81929.07,5.5,233.825,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1819,307547.467,81935.358,6.226,233.914,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
29,307595.212,81928.918,5.468,233.993,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1362,307684.49,81918.417,1.034,234.119,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1074,307643.239,81923.441,2.72,234.137,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1556,307595.121,81928.543,5.514,234.377,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
830,307595.17,81928.478,5.496,234.434,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1429,307595.167,81928.446,5.493,234.466,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
958,307595.151,81928.392,5.498,234.522,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
66,307684.455,81917.981,-0.131,234.554,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
404,307595.066,81928.008,5.494,234.914,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1137,307547.355,81934.312,6.186,234.965,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1601,307684.318,81917.54,0.472,235.012,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1033,307547.301,81934.166,6.182,235.117,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1766,307643.023,81922.423,2.728,235.177,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1661,307594.977,81927.476,5.493,235.454,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
141,307595.018,81927.405,5.477,235.518,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
383,307594.984,81927.225,5.446,235.701,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
287,307547.192,81933.406,6.159,235.885,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
768,307594.957,81927.027,5.481,235.9,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
223,307643.001,81921.627,4.068,235.965,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1874,307684.155,81916.272,1.072,236.29,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
954,307642.857,81921.216,1.655,236.395,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1138,307547.138,81932.881,6.124,236.413,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
693,307594.803,81926.463,5.455,236.482,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
519,307594.803,81926.463,5.455,236.482,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1504,307594.833,81926.457,5.475,236.483,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1075,307642.855,81921.079,2.807,236.53,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
634,307594.798,81926.408,5.457,236.537,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
576,307594.787,81926.381,5.446,236.565,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1288,307594.856,81926.246,5.445,236.688,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1557,307594.834,81926.071,5.457,236.864,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
315,307594.742,81925.77,5.407,237.176,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
30,307594.733,81925.765,5.386,237.182,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
459,307594.68,81925.515,5.442,237.437,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1363,307683.95,81915.109,0.762,237.47,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
959,307594.633,81925.373,5.438,237.585,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
831,307594.66,81925.347,5.436,237.606,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
67,307683.9,81914.807,-0.123,237.777,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1430,307594.701,81925.121,5.408,237.823,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1820,307546.968,81931.437,5.983,237.866,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
142,307594.646,81924.98,5.41,237.971,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
635,307594.622,81924.695,5.427,238.256,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1034,307546.856,81930.966,5.91,238.348,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
405,307594.558,81924.589,5.398,238.371,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1767,307642.507,81919.252,3.048,238.39,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
224,307642.505,81919.082,4.106,238.558,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
769,307594.489,81924.277,5.43,238.69,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
288,307546.788,81930.517,6.011,238.802,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1662,307594.44,81924.165,5.429,238.808,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1602,307683.725,81913.726,0.446,238.872,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
770,307594.423,81923.974,5.424,238.999,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1139,307546.725,81930.198,5.792,239.127,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1875,307683.651,81913.468,1.103,239.138,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
520,307594.397,81923.644,5.432,239.329,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
694,307594.397,81923.644,5.432,239.329,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
955,307642.358,81918.29,1.281,239.363,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1076,307642.279,81918.117,3.162,239.547,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
577,307594.322,81923.252,5.432,239.728,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1558,307594.291,81923.077,5.457,239.906,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1289,307594.321,81922.951,5.479,240.026,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
316,307594.237,81922.751,5.394,240.236,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
31,307594.233,81922.714,5.351,240.274,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
960,307594.198,81922.628,5.453,240.364,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
832,307594.225,81922.569,5.462,240.418,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1505,307594.223,81922.461,5.456,240.525,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
460,307594.213,81922.314,5.405,240.672,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1431,307594.191,81922.213,5.455,240.775,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1364,307683.291,81911.803,0.562,240.841,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
636,307594.132,81922.101,5.468,240.895,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
143,307594.178,81922.057,5.422,240.931,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
68,307683.372,81911.644,-0.14,240.983,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1663,307594.182,81921.969,5.42,241.017,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
225,307642.007,81916.388,3.574,241.297,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1035,307546.47,81928.033,5.269,241.306,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1821,307546.496,81928.017,5.285,241.319,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
833,307594.108,81921.561,5.423,241.432,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1140,307546.381,81927.912,5.274,241.439,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
771,307594.101,81921.514,5.437,241.479,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1768,307641.938,81916.153,3.457,241.541,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
289,307546.436,81927.732,5.606,241.609,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
521,307593.97,81920.921,5.434,242.086,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
695,307593.97,81920.921,5.434,242.086,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
406,307593.956,81920.814,5.38,242.193,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
956,307641.846,81915.496,1.053,242.204,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1559,307593.967,81920.755,5.267,242.25,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1290,307593.937,81920.74,5.285,242.27,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1603,307683.102,81910.299,0.482,242.355,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
637,307593.902,81920.593,5.393,242.42,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
317,307593.86,81920.518,5.376,242.501,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1077,307641.763,81915.118,3.617,242.59,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1876,307683.034,81910.035,1.085,242.626,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
226,307641.801,81914.937,3.346,242.762,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
578,307593.828,81920.096,5.381,242.923,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1506,307593.808,81920.047,5.161,242.974,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
961,307593.792,81919.831,5.153,243.19,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
834,307593.772,81919.818,5.16,243.206,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
772,307593.794,81919.736,5.122,243.284,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
32,307593.792,81919.682,5.305,243.337,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
461,307593.731,81919.589,5.305,243.439,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1822,307546.072,81925.716,5.098,243.656,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
1141,307546.097,81925.687,5.088,243.682,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
638,307593.705,81919.127,4.97,243.899,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1036,307546.087,81925.425,5.071,243.942,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
144,307593.648,81918.973,5.28,244.06,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
290,307546.08,81925.306,4.768,244.061,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1432,307593.601,81918.884,4.967,244.155,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1365,307682.739,81908.527,0.528,244.163,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1664,307593.636,81918.808,4.952,244.225,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
69,307682.749,81908.371,-0.105,244.315,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
522,307593.614,81918.629,4.882,244.405,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
696,307593.614,81918.629,4.882,244.405,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1560,307593.647,81918.56,4.902,244.468,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
227,307641.457,81913.121,3.235,244.61,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1291,307593.491,81918.203,4.837,244.845,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
957,307641.412,81912.852,0.832,244.883,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1769,307641.457,81912.83,3.849,244.897,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
318,307593.531,81917.893,5.113,245.145,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
407,307593.479,81917.683,5.104,245.361,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1078,307641.258,81912.253,3.904,245.499,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
773,307593.367,81917.437,4.553,245.621,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1877,307682.486,81907.014,1.05,245.697,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
962,307593.383,81917.344,4.622,245.71,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
33,307593.394,81917.282,4.974,245.77,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
462,307593.323,81917.252,5.077,245.811,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
579,307593.377,81917.21,4.325,245.844,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1142,307545.794,81923.5,4.682,245.889,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1507,307593.376,81916.893,4.573,246.157,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1037,307545.725,81923.145,4.625,246.251,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1604,307682.471,81906.442,0.478,246.263,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
639,307593.274,81916.694,4.282,246.369,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
291,307545.77,81922.991,4.121,246.397,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
835,307593.302,81916.643,4.466,246.415,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1561,307593.194,81916.458,4.463,246.615,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
774,307593.22,81916.188,4.25,246.878,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
697,307593.208,81916.163,4.242,246.904,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
523,307593.208,81916.163,4.242,246.904,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
228,307641.013,81910.831,2.878,246.942,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1163,307641.005,81910.657,0.383,247.115,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1433,307593.169,81915.912,4.351,247.158,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
145,307593.17,81915.852,4.868,247.217,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1665,307593.136,81915.776,4.367,247.298,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1292,307593.122,81915.719,4.37,247.356,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1823,307545.588,81922.044,4.565,247.36,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
70,307682.23,81905.262,-0.031,247.467,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1366,307682.206,81905.137,0.516,247.594,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
319,307593.093,81915.298,4.762,247.777,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1079,307640.868,81909.914,3.89,247.871,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
